area,area_title,naics,naics_title,occ code,occ title,o_group,i_group,tot_emp,emp_prse,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
55,Wisconsin,448300,"Jewelry, Luggage, and Leather Goods Stores",51-9071,Jewelers and Precious Stone and Metal Workers,detailed,4-digit,230,29.8,11.71,27.13,56430,5,19.41,22.17,27,32.32,36.49,40370,46110,56160,67220,75910,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",00-0000,All Occupations,total,3-digit,10400,4.1,100,14.34,29840,2.7,8.32,9.5,11.75,16.67,22.92,17300,19760,24430,34670,47680,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11-0000,Management Occupations,major,3-digit,150,16.6,1.46,47.3,98390,9.1,23.42,27.53,37.61,55.85,78.59,48700,57250,78220,116170,163470,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11-1021,General and Operations Managers,detailed,3-digit,120,15,1.11,44.8,93180,11,22.83,26.36,33.44,45.01,90.72,47490,54830,69560,93630,188690,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13-0000,Business and Financial Operations Occupations,major,3-digit,180,20.4,1.77,26.33,54780,4.8,13.2,18.18,24.91,32.78,39.24,27460,37810,51800,68180,81620,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13-1020,Buyers and Purchasing Agents,detailed,3-digit,100,29.9,0.92,24.08,50090,5.7,13.09,17.4,22.29,30.53,38.52,27230,36200,46370,63510,80110,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,major,3-digit,70,23.6,0.67,27.19,56560,10.4,13.92,19.36,25.93,34.19,39.06,28950,40260,53930,71110,81250,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-1257,Web Developers and Digital Interface Designers,detailed,3-digit,40,34.7,0.35,27.91,58060,13.2,15.88,20.24,25.53,33.25,40.48,33030,42110,53090,69160,84200,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",25-0000,Educational Instruction and Library Occupations,major,3-digit,70,44.1,0.69,12.89,26810,6.6,8.34,9.49,12.76,14.61,17.38,17340,19740,26550,30400,36140,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",25-3021,Self-Enrichment Teachers,detailed,3-digit,70,44.1,0.69,12.89,26810,6.6,8.34,9.49,12.76,14.61,17.38,17340,19740,26550,30400,36140,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3-digit,40,24.1,0.43,15.56,32360,6,10.31,12.07,14.83,18.51,22.36,21450,25110,30850,38510,46500,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",35-0000,Food Preparation and Serving Related Occupations,major,3-digit,70,21.3,0.65,11.24,23380,2.2,9.2,10.02,10.86,11.7,12.6,19140,20830,22580,24330,26210,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",35-3023,Fast Food and Counter Workers,detailed,3-digit,60,22.8,0.58,10.61,22060,2.6,9.05,9.92,10.7,11.46,12.02,18820,20630,22250,23850,25010,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",39-0000,Personal Care and Service Occupations,major,3-digit,90,41.8,0.88,12.74,26490,15.3,8.09,8.73,12.04,14.4,24.93,16820,18160,25040,29950,51840,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",41-0000,Sales and Related Occupations,major,3-digit,7540,5.6,72.44,12.89,26820,2.8,8.21,9.14,11.05,14.57,19.19,17070,19010,22980,30300,39920,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,3-digit,830,13.2,8.02,20.71,43080,3.3,12.27,16.01,18.65,25.29,32.09,25510,33310,38790,52600,66760,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",41-2011,Cashiers,detailed,3-digit,470,24.4,4.54,10.92,22710,3.1,8.35,9.39,10.7,11.89,13.7,17370,19530,22250,24740,28490,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",41-2031,Retail Salespersons,detailed,3-digit,6190,5.8,59.53,11.91,24780,3.4,8.13,8.94,10.6,13,17.2,16900,18600,22050,27050,35770,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-0000,Office and Administrative Support Occupations,major,3-digit,1020,14.3,9.79,16.93,35220,4,10.26,12.82,16.3,20.51,24.12,21350,26670,33900,42660,50170,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,3-digit,70,26.7,0.63,22.76,47330,8.6,13.98,15.87,22.21,28.14,34.2,29090,33010,46200,58540,71130,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,3-digit,160,31.2,1.56,17.38,36140,5.2,11.03,13.98,17.23,20.35,23.7,22940,29080,35830,42320,49290,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-4051,Customer Service Representatives,detailed,3-digit,340,25.7,3.22,16.57,34460,7.4,9.5,12.18,15.96,20.25,24.09,19760,25340,33200,42120,50110,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-4151,Order Clerks,detailed,3-digit,**,**,**,14.63,30440,14.3,10.21,11.64,13.68,17.47,21.42,21230,24210,28460,36340,44560,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,3-digit,130,16.4,1.28,15.36,31940,4.3,9.95,11.5,15.39,18.25,21.55,20700,23930,32000,37960,44830,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",43-9061,"Office Clerks, General",detailed,3-digit,130,23.7,1.27,17.27,35910,4,11.3,13.58,16.37,21.08,24.44,23500,28240,34050,43850,50840,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",49-0000,"Installation, Maintenance, and Repair Occupations",major,3-digit,450,22.6,4.33,16.32,33940,3.3,9.4,11.33,16.27,18.88,23.4,19550,23570,33840,39260,48680,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",49-3091,Bicycle Repairers,detailed,3-digit,130,48.2,1.21,12.44,25880,4.8,8.19,9.34,11.98,15.62,17.81,17030,19430,24920,32490,37040,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",49-9063,Musical Instrument Repairers and Tuners,detailed,3-digit,230,33.9,2.21,17.08,35530,3.1,10.54,15.28,17.45,19.68,23.08,21920,31790,36300,40930,48010,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",49-9071,"Maintenance and Repair Workers, General",detailed,3-digit,70,26.1,0.69,16.11,33500,6.2,9.93,10.94,15.71,19.09,25,20650,22750,32680,39700,52010,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",51-0000,Production Occupations,major,3-digit,**,**,**,15.63,32520,3.5,10.09,11.26,14.41,18.38,23.66,20980,23430,29970,38220,49210,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",51-2090,Miscellaneous Assemblers and Fabricators,detailed,3-digit,**,**,**,12.73,26480,2.8,9.88,10.63,11.88,14.61,17.55,20550,22110,24700,30380,36510,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,3-digit,80,42.4,0.77,18,37440,6.7,11.01,14.8,17.81,21.9,25.48,22910,30790,37050,45550,53000,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",53-0000,Transportation and Material Moving Occupations,major,3-digit,430,20.4,4.17,13.81,28720,5.2,9.22,10.62,12.74,16.6,19.34,19170,22090,26510,34530,40220,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,3-digit,**,**,**,16.2,33700,9.7,10.69,13.59,16.8,18.63,21.17,22230,28270,34940,38740,44030,,
55,Wisconsin,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",53-7065,Stockers and Order Fillers,detailed,3-digit,300,22.8,2.89,12.34,25680,5,8.73,10.07,11.64,14.21,17.36,18160,20950,24210,29560,36110,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",00-0000,All Occupations,total,4-digit,9350,4.5,100,14.54,30240,2.9,8.35,9.59,11.91,16.93,23.26,17380,19940,24770,35220,48380,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",11-0000,Management Occupations,major,4-digit,140,18.2,1.47,46.81,97360,10,23.22,27.2,37.36,55.4,77.18,48290,56580,77700,115240,160530,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",11-1021,General and Operations Managers,detailed,4-digit,100,16.5,1.11,44.23,91990,12.2,22.64,26.06,32.66,44.91,77.54,47100,54200,67930,93400,161280,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",13-0000,Business and Financial Operations Occupations,major,4-digit,150,24.5,1.59,28.33,58930,5.2,16.41,19.94,26.92,34.24,40.84,34140,41470,56000,71210,84940,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",13-1020,Buyers and Purchasing Agents,detailed,4-digit,80,37,0.8,25.89,53850,6.4,16.69,19.39,23.54,31.68,39.84,34710,40330,48960,65890,82880,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",15-0000,Computer and Mathematical Occupations,major,4-digit,70,24.8,0.71,27.12,56410,11.4,13.78,18.93,25.73,34.21,39.16,28660,39360,53520,71160,81440,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",15-1257,Web Developers and Digital Interface Designers,detailed,4-digit,40,35.7,0.38,28.09,58430,14.2,15.79,20.14,25.9,33.61,40.63,32850,41890,53860,69900,84500,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",25-0000,Educational Instruction and Library Occupations,major,4-digit,70,44.1,0.77,12.89,26810,6.6,8.34,9.49,12.76,14.61,17.38,17340,19740,26550,30400,36140,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",25-3021,Self-Enrichment Teachers,detailed,4-digit,70,44.1,0.77,12.89,26810,6.6,8.34,9.49,12.76,14.61,17.38,17340,19740,26550,30400,36140,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4-digit,40,24.4,0.47,15.66,32570,6.2,10.46,12.16,14.91,18.57,22.4,21760,25300,31010,38620,46590,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",39-0000,Personal Care and Service Occupations,major,4-digit,90,41.8,0.98,12.74,26490,15.3,8.09,8.73,12.04,14.4,24.93,16820,18160,25040,29950,51840,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",41-0000,Sales and Related Occupations,major,4-digit,6690,6.2,71.53,13.04,27120,3.1,8.24,9.2,11.14,14.78,19.32,17130,19140,23180,30750,40180,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,4-digit,730,14.9,7.81,20.83,43320,3.6,12.13,16.01,18.57,25.84,32.5,25240,33310,38620,53750,67590,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",41-2011,Cashiers,detailed,4-digit,420,27.5,4.49,11.15,23190,2.7,8.52,9.75,10.91,12.01,14.09,17730,20290,22690,24970,29300,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",41-2031,Retail Salespersons,detailed,4-digit,5500,6.4,58.85,12.06,25090,3.7,8.15,8.98,10.69,13.24,17.51,16950,18690,22240,27540,36420,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-0000,Office and Administrative Support Occupations,major,4-digit,960,15.2,10.28,17.05,35470,4.2,10.33,12.93,16.37,20.75,24.22,21480,26890,34060,43150,50380,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,4-digit,60,29.1,0.64,22.75,47330,9.4,13.87,15.61,22.11,28.6,34.68,28850,32460,45980,59480,72130,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,4-digit,150,32.6,1.65,17.52,36440,5.5,11.15,14.14,17.33,20.6,23.8,23190,29420,36050,42840,49490,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-4051,Customer Service Representatives,detailed,4-digit,330,26,3.54,16.56,34450,7.6,9.48,12.14,15.89,20.34,24.13,19720,25250,33050,42300,50200,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-4151,Order Clerks,detailed,4-digit,**,**,**,14.57,30310,14.7,10.19,11.59,13.6,17.33,21.49,21190,24110,28280,36050,44700,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,4-digit,110,18.8,1.19,16.06,33400,4.8,10.45,13.15,16.11,18.6,22.19,21730,27350,33520,38690,46150,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",43-9061,"Office Clerks, General",detailed,4-digit,120,25.5,1.29,17.31,36010,4.3,11.04,13.33,16,21.59,24.65,22950,27720,33290,44900,51280,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",49-0000,"Installation, Maintenance, and Repair Occupations",major,4-digit,450,22.7,4.79,16.33,33970,3.1,9.39,11.33,16.28,18.88,23.42,19530,23570,33850,39280,48720,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",49-3091,Bicycle Repairers,detailed,4-digit,130,48.2,1.34,12.44,25880,4.8,8.19,9.34,11.98,15.62,17.81,17030,19430,24920,32490,37040,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",49-9063,Musical Instrument Repairers and Tuners,detailed,4-digit,230,33.9,2.46,17.08,35530,3.1,10.54,15.28,17.45,19.68,23.08,21920,31790,36300,40930,48010,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",49-9071,"Maintenance and Repair Workers, General",detailed,4-digit,70,26.9,0.74,16.17,33630,7,9.91,10.94,15.73,19.17,25.12,20620,22740,32710,39860,52260,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",51-0000,Production Occupations,major,4-digit,**,**,**,15.63,32520,3.5,10.09,11.26,14.41,18.38,23.66,20980,23430,29970,38220,49210,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",51-2090,Miscellaneous Assemblers and Fabricators,detailed,4-digit,**,**,**,12.73,26480,2.8,9.88,10.63,11.88,14.61,17.55,20550,22110,24700,30380,36510,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,4-digit,80,42.4,0.85,18,37440,6.7,11.01,14.8,17.81,21.9,25.48,22910,30790,37050,45550,53000,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",53-0000,Transportation and Material Moving Occupations,major,4-digit,410,21.4,4.36,14.01,29140,5.4,9.12,10.76,13.15,16.87,19.47,18970,22380,27360,35080,40490,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,4-digit,**,**,**,16.9,35160,8.7,12.13,15.61,17.22,18.85,21.6,25230,32460,35820,39210,44930,,
55,Wisconsin,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",53-7065,Stockers and Order Fillers,detailed,4-digit,280,24,3,12.46,25920,5.3,8.66,10.1,11.84,14.44,17.57,18020,21010,24630,30040,36540,,
55,Wisconsin,451110,Sporting Goods Stores,00-0000,All Occupations,total,5-digit,5080,5.5,100,13.95,29020,2.2,8.45,9.77,11.99,16.36,21.46,17580,20330,24940,34030,44630,,
55,Wisconsin,451110,Sporting Goods Stores,11-0000,Management Occupations,major,5-digit,60,22.9,1.22,39.35,81850,11.7,23.15,25.95,29.23,42.58,65.89,48150,53980,60800,88570,137060,,
55,Wisconsin,451110,Sporting Goods Stores,11-1021,General and Operations Managers,detailed,5-digit,60,23.9,1.15,39.2,81540,12.1,23.37,25.97,29.07,40.86,67.64,48620,54010,60460,84980,140690,,
55,Wisconsin,451110,Sporting Goods Stores,13-0000,Business and Financial Operations Occupations,major,5-digit,40,34.4,0.87,26.48,55080,11.2,15.66,17.37,25.05,34.25,39.51,32570,36120,52110,71230,82170,,
55,Wisconsin,451110,Sporting Goods Stores,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5-digit,30,31.3,0.6,16.13,33550,7,11.43,13.36,16.06,18.64,22.03,23780,27790,33400,38760,45830,,
55,Wisconsin,451110,Sporting Goods Stores,39-0000,Personal Care and Service Occupations,major,5-digit,90,41.8,1.81,12.74,26490,15.3,8.09,8.73,12.04,14.4,24.93,16820,18160,25040,29950,51840,,
55,Wisconsin,451110,Sporting Goods Stores,41-0000,Sales and Related Occupations,major,5-digit,3580,8.6,70.54,12.9,26840,2.8,8.36,9.48,11.37,14.76,18.73,17390,19730,23650,30710,38960,,
55,Wisconsin,451110,Sporting Goods Stores,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,5-digit,390,24.3,7.72,20.92,43510,5.4,12.29,16.02,18.39,26.44,32.26,25570,33320,38260,54990,67110,,
55,Wisconsin,451110,Sporting Goods Stores,41-2011,Cashiers,detailed,5-digit,310,35.9,6.18,11.39,23700,2.9,8.69,9.97,11.07,12.17,14.86,18080,20730,23020,25310,30900,,
55,Wisconsin,451110,Sporting Goods Stores,41-2031,Retail Salespersons,detailed,5-digit,2860,8.9,56.26,11.91,24760,2.9,8.25,9.2,10.97,13.54,17.06,17160,19130,22810,28160,35480,,
55,Wisconsin,451110,Sporting Goods Stores,43-0000,Office and Administrative Support Occupations,major,5-digit,620,16.3,12.17,15.99,33260,3.7,9.86,12.25,15.3,19.3,23.38,20510,25490,31810,40140,48620,,
55,Wisconsin,451110,Sporting Goods Stores,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,5-digit,50,41.4,1.02,15.27,31770,6,9.57,12.7,15.5,18.11,20.86,19910,26420,32240,37670,43390,,
55,Wisconsin,451110,Sporting Goods Stores,43-4051,Customer Service Representatives,detailed,5-digit,250,25.4,4.91,15.2,31610,6.9,9.09,11.17,14.27,18.54,22.85,18900,23240,29680,38570,47530,,
55,Wisconsin,451110,Sporting Goods Stores,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,5-digit,90,21.5,1.86,15.98,33230,4.9,10.71,13.35,15.99,18.27,21.4,22270,27760,33260,37990,44510,,
55,Wisconsin,451110,Sporting Goods Stores,43-9061,"Office Clerks, General",detailed,5-digit,60,36.4,1.16,19.62,40820,7,12.19,15.04,20.94,23.52,25.09,25360,31280,43560,48930,52200,,
55,Wisconsin,451110,Sporting Goods Stores,49-0000,"Installation, Maintenance, and Repair Occupations",major,5-digit,180,35.6,3.52,14.03,29180,5.9,8.52,10.08,12.88,16.94,19.04,17710,20960,26780,35230,39600,,
55,Wisconsin,451110,Sporting Goods Stores,49-3091,Bicycle Repairers,detailed,5-digit,130,48.2,2.47,12.44,25880,4.8,8.19,9.34,11.98,15.62,17.81,17030,19430,24920,32490,37040,,
55,Wisconsin,451110,Sporting Goods Stores,51-0000,Production Occupations,major,5-digit,**,**,**,17.03,35430,3.7,10.36,11.77,16.49,19.75,25.85,21540,24490,34290,41080,53770,,
55,Wisconsin,451110,Sporting Goods Stores,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,5-digit,80,42.4,1.57,18,37440,6.7,11.01,14.8,17.81,21.9,25.48,22910,30790,37050,45550,53000,,
55,Wisconsin,451110,Sporting Goods Stores,53-0000,Transportation and Material Moving Occupations,major,5-digit,250,31.2,4.87,14.17,29480,7.4,8.87,10.7,13.4,17.07,19.54,18450,22250,27870,35510,40640,,
55,Wisconsin,451110,Sporting Goods Stores,53-7065,Stockers and Order Fillers,detailed,5-digit,160,38.9,3.21,12.75,26510,8.4,8.48,9.62,12.12,15.39,18.36,17640,20010,25200,32010,38180,,
55,Wisconsin,451200,Book Stores and News Dealers,00-0000,All Occupations,total,4-digit,1060,7.8,100,12.62,26240,3.7,8.09,8.96,10.6,13.59,19.12,16830,18640,22050,28270,39770,,
55,Wisconsin,451200,Book Stores and News Dealers,13-0000,Business and Financial Operations Occupations,major,4-digit,40,26.1,3.32,17.85,37140,8.2,9.35,10.86,16.07,22.75,31.34,19450,22580,33430,47310,65180,,
55,Wisconsin,451200,Book Stores and News Dealers,35-0000,Food Preparation and Serving Related Occupations,major,4-digit,70,21.3,6.39,11.24,23380,2.2,9.2,10.02,10.86,11.7,12.6,19140,20830,22580,24330,26210,,
55,Wisconsin,451200,Book Stores and News Dealers,35-3023,Fast Food and Counter Workers,detailed,4-digit,60,22.8,5.75,10.61,22060,2.6,9.05,9.92,10.7,11.46,12.02,18820,20630,22250,23850,25010,,
55,Wisconsin,451200,Book Stores and News Dealers,41-0000,Sales and Related Occupations,major,4-digit,850,8.5,80.43,11.75,24430,3.8,8.04,8.77,10.25,12.88,17.89,16710,18230,21310,26790,37210,,
55,Wisconsin,451200,Book Stores and News Dealers,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,4-digit,100,17.7,9.88,19.88,41360,4.6,12.89,16.02,19.32,23.17,28.47,26810,33330,40180,48200,59210,,
55,Wisconsin,451200,Book Stores and News Dealers,41-2011,Cashiers,detailed,4-digit,50,7.7,5,9.06,18840,4.1,7.94,8.33,8.97,9.67,11.1,16520,17320,18650,20120,23080,,
55,Wisconsin,451200,Book Stores and News Dealers,41-2031,Retail Salespersons,detailed,4-digit,690,8.7,65.55,10.72,22310,3.9,7.98,8.66,9.91,11.79,14.46,16600,18010,20620,24520,30080,,
55,Wisconsin,451200,Book Stores and News Dealers,43-0000,Office and Administrative Support Occupations,major,4-digit,60,18.8,5.47,14.89,30970,6.3,9.82,11.05,15.49,17.88,19.59,20430,22980,32210,37200,40750,,
55,Wisconsin,452000,General Merchandise Stores,00-0000,All Occupations,total,3-digit,58690,2.8,100,13.28,27610,1.1,8.67,9.99,11.55,14.24,18.7,18040,20780,24030,29630,38900,,
55,Wisconsin,452000,General Merchandise Stores,00-0000,All Occupations,total,4-digit,58690,2.8,100,13.28,27610,1.1,8.67,9.99,11.55,14.24,18.7,18040,20780,24030,29630,38900,,
55,Wisconsin,452000,General Merchandise Stores,11-0000,Management Occupations,major,3-digit,440,16.9,0.75,42.29,87970,4.6,21.9,29.26,38.64,49.72,67.94,45550,60850,80370,103420,141310,,
55,Wisconsin,452000,General Merchandise Stores,11-0000,Management Occupations,major,4-digit,440,16.9,0.75,42.29,87970,4.6,21.9,29.26,38.64,49.72,67.94,45550,60850,80370,103420,141310,,
55,Wisconsin,452000,General Merchandise Stores,11-1021,General and Operations Managers,detailed,3-digit,340,18,0.57,44.61,92790,5.2,20.61,31.66,41.67,51.21,70.75,42870,65860,86670,106520,147150,,
55,Wisconsin,452000,General Merchandise Stores,11-1021,General and Operations Managers,detailed,4-digit,340,18,0.57,44.61,92790,5.2,20.61,31.66,41.67,51.21,70.75,42870,65860,86670,106520,147150,,
55,Wisconsin,452000,General Merchandise Stores,11-2022,Sales Managers,detailed,3-digit,**,**,**,32.43,67460,5.7,24.21,26.82,30.34,35.99,39.78,50350,55790,63100,74850,82740,,
55,Wisconsin,452000,General Merchandise Stores,11-2022,Sales Managers,detailed,4-digit,**,**,**,32.43,67460,5.7,24.21,26.82,30.34,35.99,39.78,50350,55790,63100,74850,82740,,
55,Wisconsin,452000,General Merchandise Stores,13-0000,Business and Financial Operations Occupations,major,3-digit,270,16.4,0.46,26.1,54290,3,13.96,19.88,24.8,29.62,36.63,29040,41360,51580,61600,76200,,
55,Wisconsin,452000,General Merchandise Stores,13-0000,Business and Financial Operations Occupations,major,4-digit,270,16.4,0.46,26.1,54290,3,13.96,19.88,24.8,29.62,36.63,29040,41360,51580,61600,76200,,
55,Wisconsin,452000,General Merchandise Stores,13-1071,Human Resources Specialists,detailed,3-digit,160,22.9,0.27,23.58,49050,4.7,13.66,16.52,23.53,29.04,34.44,28410,34350,48930,60400,71640,,
55,Wisconsin,452000,General Merchandise Stores,13-1071,Human Resources Specialists,detailed,4-digit,160,22.9,0.27,23.58,49050,4.7,13.66,16.52,23.53,29.04,34.44,28410,34350,48930,60400,71640,,
55,Wisconsin,452000,General Merchandise Stores,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3-digit,120,31.6,0.21,16.6,34520,4.5,11.1,12.78,14.92,20.8,23.82,23090,26580,31030,43260,49540,,
55,Wisconsin,452000,General Merchandise Stores,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4-digit,120,31.6,0.21,16.6,34520,4.5,11.1,12.78,14.92,20.8,23.82,23090,26580,31030,43260,49540,,
55,Wisconsin,452000,General Merchandise Stores,27-1026,Merchandise Displayers and Window Trimmers,detailed,3-digit,120,31.6,0.21,16.6,34520,4.5,11.1,12.78,14.92,20.8,23.82,23090,26580,31030,43260,49540,,
55,Wisconsin,452000,General Merchandise Stores,27-1026,Merchandise Displayers and Window Trimmers,detailed,4-digit,120,31.6,0.21,16.6,34520,4.5,11.1,12.78,14.92,20.8,23.82,23090,26580,31030,43260,49540,,
55,Wisconsin,452000,General Merchandise Stores,29-2052,Pharmacy Technicians,detailed,3-digit,850,17.7,1.44,*,*,*,*,*,*,*,*,*,*,*,*,*,,
55,Wisconsin,452000,General Merchandise Stores,29-2052,Pharmacy Technicians,detailed,4-digit,850,17.7,1.44,*,*,*,*,*,*,*,*,*,*,*,*,*,,
55,Wisconsin,452000,General Merchandise Stores,33-0000,Protective Service Occupations,major,3-digit,420,13.5,0.71,18.06,37560,2,11.18,13.44,16.9,20.73,27.88,23260,27950,35150,43120,57990,,
55,Wisconsin,452000,General Merchandise Stores,33-0000,Protective Service Occupations,major,4-digit,420,13.5,0.71,18.06,37560,2,11.18,13.44,16.9,20.73,27.88,23260,27950,35150,43120,57990,,
55,Wisconsin,452000,General Merchandise Stores,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,3-digit,**,**,**,27.2,56570,4.8,19.83,22.45,26.72,30.83,37.02,41260,46690,55580,64120,77000,,
55,Wisconsin,452000,General Merchandise Stores,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,4-digit,**,**,**,27.2,56570,4.8,19.83,22.45,26.72,30.83,37.02,41260,46690,55580,64120,77000,,
